# Goxel 0.12.0
# One line per voxel
# X Y Z RRGGBB
-15 -6 0 303030
-14 -6 0 303030
-13 -6 0 303030
-12 -6 0 303030
-11 -6 0 303030
-10 -6 0 303030
-9 -6 0 303030
-8 -6 0 303030
-7 -6 0 303030
-6 -6 0 303030
-5 -6 0 303030
-4 -6 0 303030
-3 -6 0 303030
-2 -6 0 303030
-1 -6 0 303030
-16 -5 0 303030
-15 -5 0 303030
-14 -5 0 303030
-13 -5 0 303030
-12 -5 0 303030
-11 -5 0 303030
-10 -5 0 303030
-9 -5 0 303030
-8 -5 0 303030
-7 -5 0 303030
-6 -5 0 303030
-5 -5 0 303030
-4 -5 0 303030
-3 -5 0 303030
-2 -5 0 303030
-1 -5 0 303030
-16 -4 0 303030
-15 -4 0 303030
-14 -4 0 303030
-13 -4 0 303030
-12 -4 0 303030
-11 -4 0 303030
-10 -4 0 303030
-9 -4 0 303030
-8 -4 0 303030
-7 -4 0 303030
-6 -4 0 303030
-5 -4 0 303030
-4 -4 0 303030
-3 -4 0 303030
-2 -4 0 303030
-1 -4 0 303030
-16 -3 0 303030
-15 -3 0 303030
-14 -3 0 303030
-13 -3 0 303030
-12 -3 0 303030
-11 -3 0 303030
-10 -3 0 303030
-9 -3 0 303030
-8 -3 0 303030
-7 -3 0 303030
-6 -3 0 303030
-5 -3 0 303030
-4 -3 0 303030
-3 -3 0 303030
-2 -3 0 303030
-1 -3 0 303030
-16 -2 0 303030
-15 -2 0 303030
-14 -2 0 303030
-13 -2 0 303030
-12 -2 0 303030
-11 -2 0 303030
-10 -2 0 303030
-9 -2 0 303030
-8 -2 0 303030
-7 -2 0 303030
-6 -2 0 303030
-5 -2 0 303030
-4 -2 0 303030
-3 -2 0 303030
-2 -2 0 303030
-1 -2 0 303030
-16 -1 0 303030
-15 -1 0 303030
-14 -1 0 303030
-13 -1 0 303030
-12 -1 0 303030
-11 -1 0 303030
-10 -1 0 303030
-9 -1 0 303030
-8 -1 0 303030
-7 -1 0 303030
-6 -1 0 303030
-5 -1 0 303030
-4 -1 0 303030
-3 -1 0 303030
-2 -1 0 303030
-1 -1 0 303030
-16 -16 1 323232
-15 -16 1 323232
-14 -16 1 323232
-13 -16 1 323232
-12 -16 1 323232
-11 -16 1 303030
-10 -16 1 303030
-9 -16 1 303030
-8 -16 1 303030
-7 -16 1 303030
-6 -16 1 303030
-5 -16 1 303030
-4 -16 1 303030
-3 -16 1 303030
-2 -16 1 2f2f2f
-1 -16 1 2f2f2f
-16 -15 1 303030
-15 -15 1 303030
-14 -15 1 303030
-13 -15 1 303030
-12 -15 1 303030
-11 -15 1 303030
-10 -15 1 2f2f2f
-9 -15 1 2f2f2f
-8 -15 1 2f2f2f
-7 -15 1 2f2f2f
-6 -15 1 2f2f2f
-5 -15 1 2f2f2f
-4 -15 1 2f2f2f
-3 -15 1 303030
-2 -15 1 2f2f2f
-1 -15 1 2f2f2f
-16 -14 1 303030
-15 -14 1 303030
-14 -14 1 2f2f2f
-13 -14 1 2f2f2f
-12 -14 1 2f2f2f
-11 -14 1 2f2f2f
-10 -14 1 2f2f2f
-9 -14 1 2f2f2f
-8 -14 1 2f2f2f
-7 -14 1 2f2f2f
-6 -14 1 2f2f2f
-5 -14 1 2f2f2f
-4 -14 1 2f2f2f
-3 -14 1 303030
-2 -14 1 2f2f2f
-1 -14 1 2f2f2f
-16 -13 1 303030
-15 -13 1 303030
-14 -13 1 2f2f2f
-13 -13 1 2f2f2f
-12 -13 1 2f2f2f
-11 -13 1 2f2f2f
-10 -13 1 2f2f2f
-9 -13 1 2f2f2f
-8 -13 1 2f2f2f
-7 -13 1 2f2f2f
-6 -13 1 2f2f2f
-5 -13 1 2f2f2f
-4 -13 1 2f2f2f
-3 -13 1 303030
-2 -13 1 2f2f2f
-1 -13 1 2f2f2f
-16 -12 1 303030
-15 -12 1 303030
-14 -12 1 2f2f2f
-13 -12 1 2f2f2f
-12 -12 1 2f2f2f
-11 -12 1 2f2f2f
-10 -12 1 2f2f2f
-9 -12 1 2f2f2f
-8 -12 1 2f2f2f
-7 -12 1 2f2f2f
-6 -12 1 2f2f2f
-5 -12 1 2f2f2f
-4 -12 1 2f2f2f
-3 -12 1 303030
-2 -12 1 2f2f2f
-1 -12 1 2f2f2f
-16 -11 1 303030
-15 -11 1 303030
-14 -11 1 2f2f2f
-13 -11 1 2f2f2f
-12 -11 1 2f2f2f
-11 -11 1 2f2f2f
-10 -11 1 2f2f2f
-9 -11 1 2f2f2f
-8 -11 1 2f2f2f
-7 -11 1 2f2f2f
-6 -11 1 2f2f2f
-5 -11 1 2f2f2f
-4 -11 1 2f2f2f
-3 -11 1 2f2f2f
-2 -11 1 2f2f2f
-1 -11 1 2f2f2f
-16 -10 1 303030
-15 -10 1 303030
-14 -10 1 2f2f2f
-13 -10 1 2f2f2f
-12 -10 1 2f2f2f
-11 -10 1 2f2f2f
-10 -10 1 2f2f2f
-9 -10 1 2f2f2f
-8 -10 1 2f2f2f
-7 -10 1 2f2f2f
-6 -10 1 2f2f2f
-5 -10 1 2f2f2f
-4 -10 1 2f2f2f
-3 -10 1 2f2f2f
-2 -10 1 2f2f2f
-1 -10 1 2f2f2f
-16 -9 1 303030
-15 -9 1 303030
-14 -9 1 2f2f2f
-13 -9 1 2f2f2f
-12 -9 1 2f2f2f
-11 -9 1 2f2f2f
-10 -9 1 2f2f2f
-9 -9 1 2f2f2f
-8 -9 1 2f2f2f
-7 -9 1 2f2f2f
-6 -9 1 2f2f2f
-5 -9 1 2f2f2f
-4 -9 1 2f2f2f
-3 -9 1 2f2f2f
-2 -9 1 2f2f2f
-1 -9 1 303030
-16 -8 1 2f2f2f
-15 -8 1 2f2f2f
-14 -8 1 2f2f2f
-13 -8 1 2f2f2f
-12 -8 1 2f2f2f
-11 -8 1 2f2f2f
-10 -8 1 2f2f2f
-9 -8 1 2f2f2f
-8 -8 1 2f2f2f
-7 -8 1 2f2f2f
-6 -8 1 2f2f2f
-5 -8 1 2f2f2f
-4 -8 1 2f2f2f
-3 -8 1 2f2f2f
-2 -8 1 2f2f2f
-1 -8 1 303030
-16 -7 1 2f2f2f
-15 -7 1 2f2f2f
-14 -7 1 2f2f2f
-13 -7 1 2f2f2f
-12 -7 1 2f2f2f
-11 -7 1 2f2f2f
-10 -7 1 2f2f2f
-9 -7 1 2f2f2f
-8 -7 1 2f2f2f
-7 -7 1 2f2f2f
-6 -7 1 2f2f2f
-5 -7 1 2f2f2f
-4 -7 1 2f2f2f
-3 -7 1 2f2f2f
-2 -7 1 2f2f2f
-1 -7 1 303030
-16 -6 1 2f2f2f
-15 -6 1 2f2f2f
-14 -6 1 2f2f2f
-13 -6 1 2f2f2f
-12 -6 1 2f2f2f
-11 -6 1 2f2f2f
-10 -6 1 2f2f2f
-9 -6 1 2f2f2f
-8 -6 1 2f2f2f
-7 -6 1 2f2f2f
-6 -6 1 2f2f2f
-5 -6 1 2f2f2f
-4 -6 1 2f2f2f
-3 -6 1 2f2f2f
-2 -6 1 2f2f2f
-1 -6 1 303030
-16 -5 1 2f2f2f
-15 -5 1 2f2f2f
-14 -5 1 2f2f2f
-13 -5 1 2f2f2f
-12 -5 1 2f2f2f
-11 -5 1 2f2f2f
-10 -5 1 2f2f2f
-9 -5 1 2f2f2f
-8 -5 1 2f2f2f
-7 -5 1 2f2f2f
-6 -5 1 2f2f2f
-5 -5 1 2f2f2f
-4 -5 1 2f2f2f
-3 -5 1 2f2f2f
-2 -5 1 2f2f2f
-1 -5 1 303030
-16 -4 1 2f2f2f
-15 -4 1 2f2f2f
-14 -4 1 2f2f2f
-13 -4 1 2f2f2f
-12 -4 1 2f2f2f
-11 -4 1 2f2f2f
-10 -4 1 2f2f2f
-9 -4 1 2f2f2f
-8 -4 1 2f2f2f
-7 -4 1 2f2f2f
-6 -4 1 2f2f2f
-5 -4 1 2f2f2f
-4 -4 1 2f2f2f
-3 -4 1 2f2f2f
-2 -4 1 303030
-1 -4 1 303030
-16 -3 1 2f2f2f
-15 -3 1 2f2f2f
-14 -3 1 2f2f2f
-13 -3 1 2f2f2f
-12 -3 1 2f2f2f
-11 -3 1 2f2f2f
-10 -3 1 2f2f2f
-9 -3 1 2f2f2f
-8 -3 1 2f2f2f
-7 -3 1 2f2f2f
-6 -3 1 2f2f2f
-5 -3 1 2f2f2f
-4 -3 1 2f2f2f
-3 -3 1 2f2f2f
-2 -3 1 2f2f2f
-1 -3 1 2f2f2f
-16 -2 1 2f2f2f
-15 -2 1 2f2f2f
-14 -2 1 2f2f2f
-13 -2 1 2f2f2f
-12 -2 1 2f2f2f
-11 -2 1 2f2f2f
-10 -2 1 2f2f2f
-9 -2 1 2f2f2f
-8 -2 1 2f2f2f
-7 -2 1 2f2f2f
-6 -2 1 2f2f2f
-5 -2 1 2f2f2f
-4 -2 1 2f2f2f
-3 -2 1 2f2f2f
-2 -2 1 2f2f2f
-1 -2 1 2f2f2f
-16 -1 1 2f2f2f
-15 -1 1 2f2f2f
-14 -1 1 2f2f2f
-13 -1 1 2f2f2f
-12 -1 1 2f2f2f
-11 -1 1 2f2f2f
-10 -1 1 2f2f2f
-9 -1 1 2f2f2f
-8 -1 1 2f2f2f
-7 -1 1 2f2f2f
-6 -1 1 2f2f2f
-5 -1 1 2f2f2f
-4 -1 1 2f2f2f
-3 -1 1 2f2f2f
-2 -1 1 2f2f2f
-1 -1 1 2f2f2f
-16 -16 2 323232
-15 -16 2 323232
-14 -16 2 323232
-13 -16 2 323232
-12 -16 2 323232
-11 -16 2 303030
-10 -16 2 303030
-9 -16 2 303030
-8 -16 2 303030
-7 -16 2 303030
-6 -16 2 303030
-5 -16 2 2f2f2f
-4 -16 2 2f2f2f
-3 -16 2 2f2f2f
-2 -16 2 2f2f2f
-1 -16 2 2f2f2f
-16 -15 2 303030
-15 -15 2 303030
-14 -15 2 303030
-13 -15 2 303030
-12 -15 2 303030
-11 -15 2 303030
-10 -15 2 2f2f2f
-9 -15 2 2f2f2f
-8 -15 2 2f2f2f
-7 -15 2 2f2f2f
-6 -15 2 2f2f2f
-5 -15 2 2f2f2f
-4 -15 2 2f2f2f
-3 -15 2 2f2f2f
-2 -15 2 2f2f2f
-1 -15 2 2f2f2f
-16 -14 2 2f2f2f
-15 -14 2 2f2f2f
-14 -14 2 2f2f2f
-13 -14 2 2f2f2f
-12 -14 2 2f2f2f
-11 -14 2 2f2f2f
-10 -14 2 2f2f2f
-9 -14 2 2f2f2f
-8 -14 2 2f2f2f
-7 -14 2 2f2f2f
-6 -14 2 2f2f2f
-5 -14 2 2f2f2f
-4 -14 2 2f2f2f
-3 -14 2 2f2f2f
-2 -14 2 2f2f2f
-1 -14 2 2f2f2f
-16 -13 2 2f2f2f
-15 -13 2 2f2f2f
-14 -13 2 2f2f2f
-13 -13 2 2f2f2f
-12 -13 2 2f2f2f
-11 -13 2 2f2f2f
-10 -13 2 2f2f2f
-9 -13 2 2f2f2f
-8 -13 2 2f2f2f
-7 -13 2 2f2f2f
-6 -13 2 2f2f2f
-5 -13 2 2f2f2f
-4 -13 2 2f2f2f
-3 -13 2 2f2f2f
-2 -13 2 2f2f2f
-1 -13 2 2f2f2f
-16 -12 2 2f2f2f
-15 -12 2 2f2f2f
-14 -12 2 2f2f2f
-13 -12 2 2f2f2f
-12 -12 2 2f2f2f
-11 -12 2 2f2f2f
-10 -12 2 2f2f2f
-9 -12 2 2f2f2f
-8 -12 2 2f2f2f
-7 -12 2 2f2f2f
-6 -12 2 2f2f2f
-5 -12 2 2f2f2f
-4 -12 2 2f2f2f
-3 -12 2 2f2f2f
-2 -12 2 2f2f2f
-1 -12 2 2f2f2f
-16 -11 2 2f2f2f
-15 -11 2 2f2f2f
-14 -11 2 2f2f2f
-13 -11 2 2f2f2f
-12 -11 2 2f2f2f
-11 -11 2 2f2f2f
-10 -11 2 2f2f2f
-9 -11 2 2f2f2f
-8 -11 2 2f2f2f
-7 -11 2 2f2f2f
-6 -11 2 2f2f2f
-5 -11 2 2f2f2f
-4 -11 2 2f2f2f
-3 -11 2 2f2f2f
-2 -11 2 2f2f2f
-1 -11 2 2f2f2f
-16 -10 2 2f2f2f
-15 -10 2 2f2f2f
-14 -10 2 2f2f2f
-13 -10 2 2f2f2f
-12 -10 2 2f2f2f
-11 -10 2 2f2f2f
-10 -10 2 2f2f2f
-9 -10 2 2f2f2f
-8 -10 2 2f2f2f
-7 -10 2 2f2f2f
-6 -10 2 2f2f2f
-5 -10 2 2f2f2f
-4 -10 2 2f2f2f
-3 -10 2 2f2f2f
-2 -10 2 2f2f2f
-1 -10 2 2f2f2f
-16 -9 2 2f2f2f
-15 -9 2 2f2f2f
-14 -9 2 2f2f2f
-13 -9 2 2f2f2f
-12 -9 2 2f2f2f
-11 -9 2 2f2f2f
-10 -9 2 2f2f2f
-9 -9 2 2f2f2f
-8 -9 2 2f2f2f
-7 -9 2 2f2f2f
-6 -9 2 2f2f2f
-5 -9 2 2f2f2f
-4 -9 2 2f2f2f
-3 -9 2 2f2f2f
-2 -9 2 2f2f2f
-1 -9 2 2f2f2f
-16 -8 2 2f2f2f
-15 -8 2 2f2f2f
-14 -8 2 2f2f2f
-13 -8 2 2f2f2f
-12 -8 2 2f2f2f
-11 -8 2 2f2f2f
-10 -8 2 2f2f2f
-9 -8 2 2f2f2f
-8 -8 2 2f2f2f
-7 -8 2 2f2f2f
-6 -8 2 2f2f2f
-5 -8 2 2f2f2f
-4 -8 2 2f2f2f
-3 -8 2 2f2f2f
-2 -8 2 2f2f2f
-1 -8 2 2f2f2f
-16 -7 2 2f2f2f
-15 -7 2 2f2f2f
-14 -7 2 2f2f2f
-13 -7 2 2f2f2f
-12 -7 2 2f2f2f
-11 -7 2 2f2f2f
-10 -7 2 2f2f2f
-9 -7 2 2f2f2f
-8 -7 2 2f2f2f
-7 -7 2 2f2f2f
-6 -7 2 2f2f2f
-5 -7 2 2f2f2f
-4 -7 2 2f2f2f
-3 -7 2 2f2f2f
-2 -7 2 2f2f2f
-1 -7 2 2f2f2f
-16 -6 2 2f2f2f
-15 -6 2 2f2f2f
-14 -6 2 2f2f2f
-13 -6 2 2f2f2f
-12 -6 2 2f2f2f
-11 -6 2 2f2f2f
-10 -6 2 2f2f2f
-9 -6 2 2f2f2f
-8 -6 2 2f2f2f
-7 -6 2 2f2f2f
-6 -6 2 2f2f2f
-5 -6 2 2f2f2f
-4 -6 2 2f2f2f
-3 -6 2 2f2f2f
-2 -6 2 2f2f2f
-1 -6 2 2f2f2f
-16 -5 2 2f2f2f
-15 -5 2 2f2f2f
-14 -5 2 2f2f2f
-13 -5 2 2f2f2f
-12 -5 2 2f2f2f
-11 -5 2 2f2f2f
-10 -5 2 2f2f2f
-9 -5 2 2f2f2f
-8 -5 2 2f2f2f
-7 -5 2 2f2f2f
-6 -5 2 2f2f2f
-5 -5 2 2f2f2f
-4 -5 2 2f2f2f
-3 -5 2 2f2f2f
-2 -5 2 2f2f2f
-1 -5 2 2f2f2f
-16 -4 2 2f2f2f
-15 -4 2 2f2f2f
-14 -4 2 2f2f2f
-13 -4 2 2f2f2f
-12 -4 2 2f2f2f
-11 -4 2 2f2f2f
-10 -4 2 2f2f2f
-9 -4 2 2f2f2f
-8 -4 2 2f2f2f
-7 -4 2 2f2f2f
-6 -4 2 2f2f2f
-5 -4 2 2f2f2f
-4 -4 2 2f2f2f
-3 -4 2 2f2f2f
-2 -4 2 2f2f2f
-1 -4 2 2f2f2f
-16 -3 2 2f2f2f
-15 -3 2 2f2f2f
-14 -3 2 2f2f2f
-13 -3 2 2f2f2f
-12 -3 2 2f2f2f
-11 -3 2 2f2f2f
-10 -3 2 2f2f2f
-9 -3 2 2f2f2f
-8 -3 2 2f2f2f
-7 -3 2 2f2f2f
-6 -3 2 2f2f2f
-5 -3 2 2f2f2f
-4 -3 2 2f2f2f
-3 -3 2 2f2f2f
-2 -3 2 2f2f2f
-1 -3 2 2f2f2f
-16 -2 2 2f2f2f
-15 -2 2 2f2f2f
-14 -2 2 2f2f2f
-13 -2 2 2f2f2f
-12 -2 2 2f2f2f
-11 -2 2 2f2f2f
-10 -2 2 2f2f2f
-9 -2 2 2f2f2f
-8 -2 2 2f2f2f
-7 -2 2 2f2f2f
-6 -2 2 2f2f2f
-5 -2 2 2f2f2f
-4 -2 2 2f2f2f
-3 -2 2 2f2f2f
-2 -2 2 2f2f2f
-1 -2 2 2f2f2f
-16 -1 2 2f2f2f
-15 -1 2 2f2f2f
-14 -1 2 2f2f2f
-13 -1 2 2f2f2f
-12 -1 2 2f2f2f
-11 -1 2 2f2f2f
-10 -1 2 2f2f2f
-9 -1 2 2f2f2f
-8 -1 2 2f2f2f
-7 -1 2 2f2f2f
-6 -1 2 2f2f2f
-5 -1 2 2f2f2f
-4 -1 2 2f2f2f
-3 -1 2 2f2f2f
-2 -1 2 2f2f2f
-1 -1 2 2f2f2f
-16 -16 3 323232
-15 -16 3 323232
-14 -16 3 323232
-13 -16 3 323232
-12 -16 3 323232
-11 -16 3 303030
-10 -16 3 303030
-9 -16 3 303030
-8 -16 3 303030
-7 -16 3 303030
-6 -16 3 303030
-5 -16 3 2f2f2f
-4 -16 3 2f2f2f
-3 -16 3 2f2f2f
-2 -16 3 2f2f2f
-1 -16 3 2f2f2f
-16 -15 3 303030
-15 -15 3 303030
-14 -15 3 303030
-13 -15 3 303030
-12 -15 3 303030
-11 -15 3 303030
-10 -15 3 2f2f2f
-9 -15 3 2f2f2f
-8 -15 3 2f2f2f
-7 -15 3 2f2f2f
-6 -15 3 2f2f2f
-5 -15 3 2f2f2f
-4 -15 3 2f2f2f
-3 -15 3 2f2f2f
-2 -15 3 2f2f2f
-1 -15 3 2f2f2f
-16 -14 3 2f2f2f
-15 -14 3 2f2f2f
-14 -14 3 2f2f2f
-13 -14 3 2f2f2f
-12 -14 3 2f2f2f
-11 -14 3 2f2f2f
-10 -14 3 2f2f2f
-9 -14 3 2f2f2f
-8 -14 3 2f2f2f
-7 -14 3 2f2f2f
-6 -14 3 2f2f2f
-5 -14 3 2f2f2f
-4 -14 3 2f2f2f
-3 -14 3 2f2f2f
-2 -14 3 2f2f2f
-1 -14 3 2f2f2f
-16 -13 3 2f2f2f
-15 -13 3 2f2f2f
-14 -13 3 2f2f2f
-13 -13 3 2f2f2f
-12 -13 3 2f2f2f
-11 -13 3 2f2f2f
-10 -13 3 2f2f2f
-9 -13 3 2f2f2f
-8 -13 3 2f2f2f
-7 -13 3 2f2f2f
-6 -13 3 2f2f2f
-5 -13 3 2f2f2f
-4 -13 3 2f2f2f
-3 -13 3 2f2f2f
-2 -13 3 2f2f2f
-1 -13 3 2f2f2f
-16 -12 3 2f2f2f
-15 -12 3 2f2f2f
-14 -12 3 2f2f2f
-13 -12 3 2f2f2f
-12 -12 3 2f2f2f
-11 -12 3 2f2f2f
-10 -12 3 2f2f2f
-9 -12 3 2f2f2f
-8 -12 3 2f2f2f
-7 -12 3 2f2f2f
-6 -12 3 2f2f2f
-5 -12 3 2f2f2f
-4 -12 3 2f2f2f
-3 -12 3 2f2f2f
-2 -12 3 2f2f2f
-1 -12 3 2f2f2f
-16 -11 3 2f2f2f
-15 -11 3 2f2f2f
-14 -11 3 2f2f2f
-13 -11 3 2f2f2f
-12 -11 3 2f2f2f
-11 -11 3 2f2f2f
-10 -11 3 2f2f2f
-9 -11 3 2f2f2f
-8 -11 3 2f2f2f
-7 -11 3 2f2f2f
-6 -11 3 2f2f2f
-5 -11 3 2f2f2f
-4 -11 3 2f2f2f
-3 -11 3 2f2f2f
-2 -11 3 2f2f2f
-1 -11 3 2f2f2f
-16 -10 3 2f2f2f
-15 -10 3 2f2f2f
-14 -10 3 2f2f2f
-13 -10 3 2f2f2f
-12 -10 3 2f2f2f
-11 -10 3 2f2f2f
-10 -10 3 2f2f2f
-9 -10 3 2f2f2f
-8 -10 3 2f2f2f
-7 -10 3 2f2f2f
-6 -10 3 2f2f2f
-5 -10 3 2f2f2f
-4 -10 3 2f2f2f
-3 -10 3 2f2f2f
-2 -10 3 2f2f2f
-1 -10 3 2f2f2f
-16 -9 3 2f2f2f
-15 -9 3 2f2f2f
-14 -9 3 2f2f2f
-13 -9 3 2f2f2f
-12 -9 3 2f2f2f
-11 -9 3 2f2f2f
-10 -9 3 2f2f2f
-9 -9 3 2f2f2f
-8 -9 3 2f2f2f
-7 -9 3 2f2f2f
-6 -9 3 2f2f2f
-5 -9 3 2f2f2f
-4 -9 3 2f2f2f
-3 -9 3 2f2f2f
-2 -9 3 2f2f2f
-1 -9 3 2f2f2f
-16 -8 3 2f2f2f
-15 -8 3 2f2f2f
-14 -8 3 2f2f2f
-13 -8 3 2f2f2f
-12 -8 3 2f2f2f
-11 -8 3 2f2f2f
-10 -8 3 2f2f2f
-9 -8 3 2f2f2f
-8 -8 3 2f2f2f
-7 -8 3 2f2f2f
-6 -8 3 2f2f2f
-5 -8 3 2f2f2f
-4 -8 3 2f2f2f
-3 -8 3 2f2f2f
-2 -8 3 2f2f2f
-1 -8 3 2f2f2f
-16 -7 3 2f2f2f
-15 -7 3 2f2f2f
-14 -7 3 2f2f2f
-13 -7 3 2f2f2f
-12 -7 3 2f2f2f
-11 -7 3 2f2f2f
-10 -7 3 2f2f2f
-9 -7 3 2f2f2f
-8 -7 3 2f2f2f
-7 -7 3 2f2f2f
-6 -7 3 2f2f2f
-5 -7 3 2f2f2f
-4 -7 3 2f2f2f
-3 -7 3 2f2f2f
-2 -7 3 2f2f2f
-1 -7 3 2f2f2f
-16 -6 3 2f2f2f
-15 -6 3 2f2f2f
-14 -6 3 2f2f2f
-13 -6 3 2f2f2f
-12 -6 3 2f2f2f
-11 -6 3 2f2f2f
-10 -6 3 2f2f2f
-9 -6 3 2f2f2f
-8 -6 3 2f2f2f
-7 -6 3 2f2f2f
-6 -6 3 2f2f2f
-5 -6 3 2f2f2f
-4 -6 3 2f2f2f
-3 -6 3 2f2f2f
-2 -6 3 2f2f2f
-1 -6 3 2f2f2f
-16 -5 3 2f2f2f
-15 -5 3 2f2f2f
-14 -5 3 2f2f2f
-13 -5 3 2f2f2f
-12 -5 3 2f2f2f
-11 -5 3 2f2f2f
-10 -5 3 2f2f2f
-9 -5 3 2f2f2f
-8 -5 3 2f2f2f
-7 -5 3 2f2f2f
-6 -5 3 2f2f2f
-5 -5 3 2f2f2f
-4 -5 3 2f2f2f
-3 -5 3 2f2f2f
-2 -5 3 2f2f2f
-1 -5 3 2f2f2f
-16 -4 3 2f2f2f
-15 -4 3 2f2f2f
-14 -4 3 2f2f2f
-13 -4 3 2f2f2f
-12 -4 3 2f2f2f
-11 -4 3 2f2f2f
-10 -4 3 2f2f2f
-9 -4 3 2f2f2f
-8 -4 3 2f2f2f
-7 -4 3 2f2f2f
-6 -4 3 2f2f2f
-5 -4 3 2f2f2f
-4 -4 3 2f2f2f
-3 -4 3 2f2f2f
-2 -4 3 2f2f2f
-1 -4 3 2f2f2f
-16 -3 3 2f2f2f
-15 -3 3 2f2f2f
-14 -3 3 2f2f2f
-13 -3 3 2f2f2f
-12 -3 3 2f2f2f
-11 -3 3 2f2f2f
-10 -3 3 2f2f2f
-9 -3 3 2f2f2f
-8 -3 3 2f2f2f
-7 -3 3 2f2f2f
-6 -3 3 2f2f2f
-5 -3 3 2f2f2f
-4 -3 3 2f2f2f
-3 -3 3 2f2f2f
-2 -3 3 2f2f2f
-1 -3 3 2f2f2f
-16 -2 3 2f2f2f
-15 -2 3 2f2f2f
-14 -2 3 2f2f2f
-13 -2 3 2f2f2f
-12 -2 3 2f2f2f
-11 -2 3 2f2f2f
-10 -2 3 2f2f2f
-9 -2 3 2f2f2f
-8 -2 3 2f2f2f
-7 -2 3 2f2f2f
-6 -2 3 2f2f2f
-5 -2 3 2f2f2f
-4 -2 3 2f2f2f
-3 -2 3 2f2f2f
-2 -2 3 2f2f2f
-1 -2 3 2f2f2f
-16 -1 3 2f2f2f
-15 -1 3 2f2f2f
-14 -1 3 2f2f2f
-13 -1 3 2f2f2f
-12 -1 3 2f2f2f
-11 -1 3 2f2f2f
-10 -1 3 2f2f2f
-9 -1 3 2f2f2f
-8 -1 3 2f2f2f
