# Goxel 0.12.0
# One line per voxel
# X Y Z RRGGBB
-6 -5 30 412b1a
-5 -5 30 412b1a
-4 -5 30 412b1a
-3 -5 30 412b1a
-6 -4 30 412b1a
-5 -4 30 412b1a
-4 -4 30 412b1a
-3 -4 30 412b1a
-2 -4 30 412b1a
-5 -3 30 412b1a
-4 -3 30 412b1a
-3 -3 30 412b1a
-2 -3 30 412b1a
-1 -3 30 412b1a
-4 -2 30 412b1a
-3 -2 30 412b1a
-2 -2 30 412b1a
-1 -2 30 412b1a
-3 -1 30 412b1a
-2 -1 30 412b1a
-1 -1 30 412b1a
-16 -16 31 412b1a
-15 -16 31 412b1a
-14 -16 31 412b1a
-16 -15 31 412b1a
-15 -15 31 412b1a
-14 -15 31 412b1a
-13 -15 31 412b1a
-16 -14 31 412b1a
-15 -14 31 412b1a
-14 -14 31 412b1a
-13 -14 31 412b1a
-12 -14 31 412b1a
-15 -13 31 412b1a
-14 -13 31 412b1a
-13 -13 31 412b1a
-12 -13 31 412b1a
-11 -13 31 412b1a
-14 -12 31 412b1a
-13 -12 31 412b1a
-12 -12 31 412b1a
-11 -12 31 412b1a
-10 -12 31 412b1a
-13 -11 31 412b1a
-12 -11 31 412b1a
-11 -11 31 412b1a
-10 -11 31 412b1a
-9 -11 31 412b1a
-12 -10 31 412b1a
-11 -10 31 412b1a
-10 -10 31 412b1a
-9 -10 31 412b1a
-8 -10 31 412b1a
-11 -9 31 412b1a
-10 -9 31 412b1a
-9 -9 31 412b1a
-8 -9 31 412b1a
-7 -9 31 412b1a
-10 -8 31 412b1a
-9 -8 31 412b1a
-8 -8 31 412b1a
-7 -8 31 412b1a
-6 -8 31 412b1a
-9 -7 31 412b1a
-8 -7 31 412b1a
-7 -7 31 412b1a
-6 -7 31 412b1a
-5 -7 31 412b1a
-8 -6 31 412b1a
-7 -6 31 412b1a
-6 -6 31 412b1a
-5 -6 31 412b1a
-4 -6 31 412b1a
-7 -5 31 412b1a
-6 -5 31 412b1a
-5 -5 31 412b1a
-4 -5 31 412b1a
-3 -5 31 412b1a
-6 -4 31 412b1a
-5 -4 31 412b1a
-4 -4 31 412b1a
-3 -4 31 412b1a
-2 -4 31 412b1a
-5 -3 31 412b1a
-4 -3 31 412b1a
-3 -3 31 412b1a
-2 -3 31 412b1a
-1 -3 31 412b1a
-4 -2 31 412b1a
-3 -2 31 412b1a
-2 -2 31 412b1a
-1 -2 31 412b1a
-3 -1 31 412b1a
-2 -1 31 412b1a
-1 -1 31 412b1a
0 -16 16 412b1a
1 -16 16 412b1a
2 -16 16 412b1a
14 -3 16 412b1a
15 -3 16 412b1a
14 -2 16 412b1a
15 -2 16 412b1a
14 -1 16 412b1a
15 -1 16 412b1a
0 -16 17 412b1a
1 -16 17 412b1a
2 -16 17 412b1a
3 -16 17 412b1a
14 -4 17 412b1a
15 -4 17 412b1a
14 -3 17 412b1a
15 -3 17 412b1a
14 -2 17 412b1a
15 -2 17 412b1a
14 -1 17 412b1a
15 -1 17 412b1a
0 -16 18 412b1a
1 -16 18 412b1a
2 -16 18 412b1a
3 -16 18 412b1a
4 -16 18 412b1a
14 -5 18 412b1a
15 -5 18 412b1a
14 -4 18 412b1a
15 -4 18 412b1a
14 -3 18 412b1a
15 -3 18 412b1a
14 -2 18 412b1a
15 -2 18 412b1a
14 -1 18 412b1a
15 -1 18 412b1a
1 -16 19 412b1a
2 -16 19 412b1a
3 -16 19 412b1a
4 -16 19 412b1a
5 -16 19 412b1a
14 -6 19 412b1a
15 -6 19 412b1a
14 -5 19 412b1a
15 -5 19 412b1a
14 -4 19 412b1a
15 -4 19 412b1a
14 -3 19 412b1a
15 -3 19 412b1a
14 -2 19 412b1a
15 -2 19 412b1a
2 -16 20 412b1a
3 -16 20 412b1a
4 -16 20 412b1a
5 -16 20 412b1a
6 -16 20 412b1a
14 -7 20 412b1a
15 -7 20 412b1a
14 -6 20 412b1a
15 -6 20 412b1a
14 -5 20 412b1a
15 -5 20 412b1a
14 -4 20 412b1a
15 -4 20 412b1a
14 -3 20 412b1a
15 -3 20 412b1a
3 -16 21 412b1a
4 -16 21 412b1a
5 -16 21 412b1a
6 -16 21 412b1a
7 -16 21 412b1a
14 -8 21 412b1a
15 -8 21 412b1a
14 -7 21 412b1a
15 -7 21 412b1a
14 -6 21 412b1a
15 -6 21 412b1a
14 -5 21 412b1a
15 -5 21 412b1a
14 -4 21 412b1a
15 -4 21 412b1a
4 -16 22 412b1a
5 -16 22 412b1a
6 -16 22 412b1a
7 -16 22 412b1a
8 -16 22 412b1a
14 -9 22 412b1a
15 -9 22 412b1a
14 -8 22 412b1a
15 -8 22 412b1a
14 -7 22 412b1a
15 -7 22 412b1a
14 -6 22 412b1a
15 -6 22 412b1a
14 -5 22 412b1a
15 -5 22 412b1a
5 -16 23 412b1a
6 -16 23 412b1a
7 -16 23 412b1a
8 -16 23 412b1a
9 -16 23 412b1a
14 -10 23 412b1a
15 -10 23 412b1a
14 -9 23 412b1a
15 -9 23 412b1a
14 -8 23 412b1a
15 -8 23 412b1a
14 -7 23 412b1a
15 -7 23 412b1a
14 -6 23 412b1a
15 -6 23 412b1a
6 -16 24 412b1a
7 -16 24 412b1a
8 -16 24 412b1a
9 -16 24 412b1a
10 -16 24 412b1a
14 -11 24 412b1a
15 -11 24 412b1a
14 -10 24 412b1a
15 -10 24 412b1a
14 -9 24 412b1a
15 -9 24 412b1a
14 -8 24 412b1a
15 -8 24 412b1a
14 -7 24 412b1a
15 -7 24 412b1a
7 -16 25 412b1a
8 -16 25 412b1a
9 -16 25 412b1a
10 -16 25 412b1a
11 -16 25 412b1a
14 -12 25 412b1a
15 -12 25 412b1a
14 -11 25 412b1a
15 -11 25 412b1a
14 -10 25 412b1a
15 -10 25 412b1a
14 -9 25 412b1a
15 -9 25 412b1a
14 -8 25 412b1a
15 -8 25 412b1a
8 -16 26 412b1a
9 -16 26 412b1a
10 -16 26 412b1a
11 -16 26 412b1a
12 -16 26 412b1a
14 -13 26 412b1a
15 -13 26 412b1a
14 -12 26 412b1a
15 -12 26 412b1a
14 -11 26 412b1a
15 -11 26 412b1a
14 -10 26 412b1a
15 -10 26 412b1a
14 -9 26 412b1a
15 -9 26 412b1a
9 -16 27 412b1a
10 -16 27 412b1a
11 -16 27 412b1a
12 -16 27 412b1a
13 -16 27 412b1a
14 -14 27 412b1a
15 -14 27 412b1a
14 -13 27 412b1a
15 -13 27 412b1a
14 -12 27 412b1a
15 -12 27 412b1a
14 -11 27 412b1a
15 -11 27 412b1a
14 -10 27 412b1a
15 -10 27 412b1a
10 -16 28 412b1a
11 -16 28 412b1a
12 -16 28 412b1a
13 -16 28 412b1a
14 -16 28 412b1a
14 -15 28 412b1a
15 -15 28 412b1a
14 -14 28 412b1a
15 -14 28 412b1a
14 -13 28 412b1a
15 -13 28 412b1a
14 -12 28 412b1a
15 -12 28 412b1a
14 -11 28 412b1a
15 -11 28 412b1a
11 -16 29 412b1a
12 -16 29 412b1a
13 -16 29 412b1a
14 -16 29 412b1a
15 -16 29 412b1a
14 -15 29 412b1a
15 -15 29 412b1a
14 -14 29 412b1a
15 -14 29 412b1a
14 -13 29 412b1a
15 -13 29 412b1a
14 -12 29 412b1a
15 -12 29 412b1a
12 -16 30 412b1a
13 -16 30 412b1a
14 -16 30 412b1a
15 -16 30 412b1a
12 -15 30 412b1a
13 -15 30 412b1a
14 -15 30 412b1a
15 -15 30 412b1a
11 -14 30 412b1a
12 -14 30 412b1a
13 -14 30 412b1a
14 -14 30 412b1a
15 -14 30 412b1a
10 -13 30 412b1a
11 -13 30 412b1a
12 -13 30 412b1a
13 -13 30 412b1a
14 -13 30 412b1a
15 -13 30 412b1a
9 -12 30 412b1a
10 -12 30 412b1a
11 -12 30 412b1a
12 -12 30 412b1a
13 -12 30 412b1a
8 -11 30 412b1a
9 -11 30 412b1a
10 -11 30 412b1a
11 -11 30 412b1a
12 -11 30 412b1a
7 -10 30 412b1a
8 -10 30 412b1a
9 -10 30 412b1a
10 -10 30 412b1a
11 -10 30 412b1a
6 -9 30 412b1a
7 -9 30 412b1a
8 -9 30 412b1a
9 -9 30 412b1a
10 -9 30 412b1a
5 -8 30 412b1a
6 -8 30 412b1a
7 -8 30 412b1a
8 -8 30 412b1a
9 -8 30 412b1a
4 -7 30 412b1a
5 -7 30 412b1a
6 -7 30 412b1a
7 -7 30 412b1a
8 -7 30 412b1a
3 -6 30 412b1a
4 -6 30 412b1a
5 -6 30 412b1a
6 -6 30 412b1a
7 -6 30 412b1a
2 -5 30 412b1a
3 -5 30 412b1a
4 -5 30 412b1a
5 -5 30 412b1a
6 -5 30 412b1a
1 -4 30 412b1a
2 -4 30 412b1a
3 -4 30 412b1a
4 -4 30 412b1a
5 -4 30 412b1a
0 -3 30 412b1a
1 -3 30 412b1a
2 -3 30 412b1a
3 -3 30 412b1a
4 -3 30 412b1a
0 -2 30 412b1a
1 -2 30 412b1a
2 -2 30 412b1a
3 -2 30 412b1a
0 -1 30 412b1a
1 -1 30 412b1a
2 -1 30 412b1a
13 -16 31 412b1a
14 -16 31 412b1a
15 -16 31 412b1a
12 -15 31 412b1a
13 -15 31 412b1a
14 -15 31 412b1a
15 -15 31 412b1a
11 -14 31 412b1a
12 -14 31 412b1a
13 -14 31 412b1a
14 -14 31 412b1a
15 -14 31 412b1a
10 -13 31 412b1a
11 -13 31 412b1a
12 -13 31 412b1a
13 -13 31 412b1a
14 -13 31 412b1a
9 -12 31 412b1a
10 -12 31 412b1a
11 -12 31 412b1a
12 -12 31 412b1a
13 -12 31 412b1a
8 -11 31 412b1a
9 -11 31 412b1a
10 -11 31 412b1a
11 -11 31 412b1a
12 -11 31 412b1a
7 -10 31 412b1a
8 -10 31 412b1a
9 -10 31 412b1a
10 -10 31 412b1a
11 -10 31 412b1a
6 -9 31 412b1a
7 -9 31 412b1a
8 -9 31 412b1a
9 -9 31 412b1a
10 -9 31 412b1a
5 -8 31 412b1a
6 -8 31 412b1a
7 -8 31 412b1a
8 -8 31 412b1a
9 -8 31 412b1a
4 -7 31 412b1a
5 -7 31 412b1a
6 -7 31 412b1a
7 -7 31 412b1a
8 -7 31 412b1a
3 -6 31 412b1a
4 -6 31 412b1a
5 -6 31 412b1a
6 -6 31 412b1a
7 -6 31 412b1a
2 -5 31 412b1a
3 -5 31 412b1a
4 -5 31 412b1a
5 -5 31 412b1a
6 -5 31 412b1a
1 -4 31 412b1a
2 -4 31 412b1a
3 -4 31 412b1a
4 -4 31 412b1a
5 -4 31 412b1a
0 -3 31 412b1a
1 -3 31 412b1a
2 -3 31 412b1a
3 -3 31 412b1a
4 -3 31 412b1a
0 -2 31 412b1a
1 -2 31 412b1a
2 -2 31 412b1a
3 -2 31 412b1a
0 -1 31 412b1a
1 -1 31 412b1a
2 -1 31 412b1a
-16 0 16 412b1a
-15 0 16 412b1a
-16 1 16 412b1a
-15 1 16 412b1a
-16 2 16 412b1a
-15 2 16 412b1a
-3 15 16 412b1a
-2 15 16 412b1a
-1 15 16 412b1a
-16 0 17 412b1a
-15 0 17 412b1a
-16 1 17 412b1a
-15 1 17 412b1a
-16 2 17 412b1a
-15 2 17 412b1a
-16 3 17 412b1a
-15 3 17 412b1a
-4 15 17 412b1a
-3 15 17 412b1a
-2 15 17 412b1a
-1 15 17 412b1a
-16 0 18 412b1a
-15 0 18 412b1a
-16 1 18 412b1a
-15 1 18 412b1a
-16 2 18 412b1a
-15 2 18 412b1a
-16 3 18 412b1a
-15 3 18 412b1a
-16 4 18 412b1a
-15 4 18 412b1a
-5 15 18 412b1a
-4 15 18 412b1a
-3 15 18 412b1a
-2 15 18 412b1a
-1 15 18 412b1a
-16 1 19 412b1a
-15 1 19 412b1a
-16 2 19 412b1a
-15 2 19 412b1a
-16 3 19 412b1a
-15 3 19 412b1a
-16 4 19 412b1a
-15 4 19 412b1a
-16 5 19 412b1a
-15 5 19 412b1a
-6 15 19 412b1a
-5 15 19 412b1a
-4 15 19 412b1a
-3 15 19 412b1a
-2 15 19 412b1a
-16 2 20 412b1a
-15 2 20 412b1a
-16 3 20 412b1a
-15 3 20 412b1a
-16 4 20 412b1a
-15 4 20 412b1a
-16 5 20 412b1a
-15 5 20 412b1a
-16 6 20 412b1a
-15 6 20 412b1a
-7 15 20 412b1a
-6 15 20 412b1a
-5 15 20 412b1a
-4 15 20 412b1a
-3 15 20 412b1a
-16 3 21 412b1a
-15 3 21 412b1a
-16 4 21 412b1a
-15 4 21 412b1a
-16 5 21 412b1a
-15 5 21 412b1a
-16 6 21 412b1a
-15 6 21 412b1a
-16 7 21 412b1a
-15 7 21 412b1a
-8 15 21 412b1a
-7 15 21 412b1a
-6 15 21 412b1a
-5 15 21 412b1a
-4 15 21 412b1a
-16 4 22 412b1a
-15 4 22 412b1a
-16 5 22 412b1a
-15 5 22 412b1a
-16 6 22 412b1a
-15 6 22 412b1a
-16 7 22 412b1a
-15 7 22 412b1a
-16 8 22 412b1a
-15 8 22 412b1a
-9 15 22 412b1a
-8 15 22 412b1a
-7 15 22 412b1a
-6 15 22 412b1a
-5 15 22 412b1a
-16 5 23 412b1a
-15 5 23 412b1a
-16 6 23 412b1a
-15 6 23 412b1a
-16 7 23 412b1a
-15 7 23 412b1a
-16 8 23 412b1a
-15 8 23 412b1a
-16 9 23 412b1a
-15 9 23 412b1a
-10 15 23 412b1a
-9 15 23 412b1a
-8 15 23 412b1a
-7 15 23 412b1a
-6 15 23 412b1a
-16 6 24 412b1a
-15 6 24 412b1a
-16 7 24 412b1a
-15 7 24 412b1a
-16 8 24 412b1a
-15 8 24 412b1a
-16 9 24 412b1a
-15 9 24 412b1a
-16 10 24 412b1a
-15 10 24 412b1a
-11 15 24 412b1a
-10 15 24 412b1a
-9 15 24 412b1a
-8 15 24 412b1a
-7 15 24 412b1a
-16 7 25 412b1a
-15 7 25 412b1a
-16 8 25 412b1a
-15 8 25 412b1a
-16 9 25 412b1a
-15 9 25 412b1a
-16 10 25 412b1a
-15 10 25 412b1a
-16 11 25 412b1a
-15 11 25 412b1a
-12 15 25 412b1a
-11 15 25 412b1a
-10 15 25 412b1a
-9 15 25 412b1a
-8 15 25 412b1a
-16 8 26 412b1a
-15 8 26 412b1a
-16 9 26 412b1a
-15 9 26 412b1a
-16 10 26 412b1a
-15 10 26 412b1a
-16 11 26 412b1a
-15 11 26 412b1a
-16 12 26 412b1a
-15 12 26 412b1a
-13 15 26 412b1a
-12 15 26 412b1a
-11 15 26 412b1a
-10 15 26 412b1a
-9 15 26 412b1a
-16 9 27 412b1a
-15 9 27 412b1a
-16 10 27 412b1a
-15 10 27 412b1a
-16 11 27 412b1a
-15 11 27 412b1a
-16 12 27 412b1a
-15 12 27 412b1a
-16 13 27 412b1a
-15 13 27 412b1a
-14 15 27 412b1a
-13 15 27 412b1a
-12 15 27 412b1a
-11 15 27 412b1a
-10 15 27 412b1a
-16 10 28 412b1a
-15 10 28 412b1a
-16 11 28 412b1a
-15 11 28 412b1a
-16 12 28 412b1a
-15 12 28 412b1a
-16 13 28 412b1a
-15 13 28 412b1a
-16 14 28 412b1a
-15 14 28 412b1a
-15 15 28 412b1a
-14 15 28 412b1a
-13 15 28 412b1a
-12 15 28 412b1a
-11 15 28 412b1a
-16 11 29 412b1a
-15 11 29 412b1a
-16 12 29 412b1a
-15 12 29 412b1a
-16 13 29 412b1a
-15 13 29 412b1a
-16 14 29 412b1a
-15 14 29 412b1a
-16 15 29 412b1a
-15 15 29 412b1a
-14 15 29 412b1a
-13 15 29 412b1a
-12 15 29 412b1a
-3 0 30 412b1a
-2 0 30 412b1a
-1 0 30 412b1a
-4 1 30 412b1a
-3 1 30 412b1a
-2 1 30 412b1a
-1 1 30 412b1a
-5 2 30 412b1a
-4 2 30 412b1a
-3 2 30 412b1a
-2 2 30 412b1a
-1 2 30 412b1a
-6 3 30 412b1a
-5 3 30 412b1a
-4 3 30 412b1a
-3 3 30 412b1a
-2 3 30 412b1a
-7 4 30 412b1a
-6 4 30 412b1a
-5 4 30 412b1a
-4 4 30 412b1a
-3 4 30 412b1a
-8 5 30 412b1a
-7 5 30 412b1a
-6 5 30 412b1a
-5 5 30 412b1a
-4 5 30 412b1a
-9 6 30 412b1a
-8 6 30 412b1a
-7 6 30 412b1a
-6 6 30 412b1a
-5 6 30 412b1a
-10 7 30 412b1a
-9 7 30 412b1a
-8 7 30 412b1a
-7 7 30 412b1a
-6 7 30 412b1a
-11 8 30 412b1a
-10 8 30 412b1a
-9 8 30 412b1a
-8 8 30 412b1a
-7 8 30 412b1a
-12 9 30 412b1a
-11 9 30 412b1a
-10 9 30 412b1a
-9 9 30 412b1a
-8 9 30 412b1a
-13 10 30 412b1a
-12 10 30 412b1a
-11 10 30 412b1a
-10 10 30 412b1a
-9 10 30 412b1a
-14 11 30 412b1a
-13 11 30 412b1a
-12 11 30 412b1a
-11 11 30 412b1a
-10 11 30 412b1a
-16 12 30 412b1a
-15 12 30 412b1a
-14 12 30 412b1a
-13 12 30 412b1a
-12 12 30 412b1a
-11 12 30 412b1a
-16 13 30 412b1a
-15 13 30 412b1a
-14 13 30 412b1a
-13 13 30 412b1a
-12 13 30 412b1a
-16 14 30 412b1a
-15 14 30 412b1a
-14 14 30 412b1a
-13 14 30 412b1a
-16 15 30 412b1a
-15 15 30 412b1a
-14 15 30 412b1a
-13 15 30 412b1a
-3 0 31 412b1a
-2 0 31 412b1a
-1 0 31 412b1a
-4 1 31 412b1a
-3 1 31 412b1a
-2 1 31 412b1a
-1 1 31 412b1a
-5 2 31 412b1a
-4 2 31 412b1a
-3 2 31 412b1a
-2 2 31 412b1a
-1 2 31 412b1a
-6 3 31 412b1a
-5 3 31 412b1a
-4 3 31 412b1a
-3 3 31 412b1a
-2 3 31 412b1a
-7 4 31 412b1a
-6 4 31 412b1a
-5 4 31 412b1a
-4 4 31 412b1a
-3 4 31 412b1a
-8 5 31 412b1a
-7 5 31 412b1a
-6 5 31 412b1a
-5 5 31 412b1a
-4 5 31 412b1a
-9 6 31 412b1a
-8 6 31 412b1a
-7 6 31 412b1a
-6 6 31 412b1a
-5 6 31 412b1a
-10 7 31 412b1a
-9 7 31 412b1a
-8 7 31 412b1a
-7 7 31 412b1a
-6 7 31 412b1a
-11 8 31 412b1a
-10 8 31 412b1a
-9 8 31 412b1a
-8 8 31 412b1a
-7 8 31 412b1a
-12 9 31 412b1a
-11 9 31 412b1a
-10 9 31 412b1a
-9 9 31 412b1a
-8 9 31 412b1a
-13 10 31 412b1a
-12 10 31 412b1a
-11 10 31 412b1a
-10 10 31 412b1a
-9 10 31 412b1a
-14 11 31 412b1a
-13 11 31 412b1a
-12 11 31 412b1a
-11 11 31 412b1a
-10 11 31 412b1a
-15 12 31 412b1a
-14 12 31 412b1a
-13 12 31 412b1a
-12 12 31 412b1a
-11 12 31 412b1a
-16 13 31 412b1a
-15 13 31 412b1a
-14 13 31 412b1a
-13 13 31 412b1a
-12 13 31 412b1a
-16 14 31 412b1a
-15 14 31 412b1a
-14 14 31 412b1a
-13 14 31 412b1a
-16 15 31 412b1a
-15 15 31 412b1a
-14 15 31 412b1a
14 0 16 412b1a
15 0 16 412b1a
14 1 16 412b1a
15 1 16 412b1a
14 2 16 412b1a
15 2 16 412b1a
0 15 16 412b1a
1 15 16 412b1a
2 15 16 412b1a
14 0 17 412b1a
15 0 17 412b1a
14 1 17 412b1a
15 1 17 412b1a
14 2 17 412b1a
15 2 17 412b1a
14 3 17 412b1a
15 3 17 412b1a
0 15 17 412b1a
1 15 17 412b1a
2 15 17 412b1a
3 15 17 412b1a
14 0 18 412b1a
15 0 18 412b1a
14 1 18 412b1a
15 1 18 412b1a
14 2 18 412b1a
15 2 18 412b1a
14 3 18 412b1a
15 3 18 412b1a
14 4 18 412b1a
15 4 18 412b1a
0 15 18 412b1a
1 15 18 412b1a
2 15 18 412b1a
3 15 18 412b1a
4 15 18 412b1a
14 1 19 412b1a
15 1 19 412b1a
14 2 19 412b1a
15 2 19 412b1a
14 3 19 412b1a
15 3 19 412b1a
14 4 19 412b1a
15 4 19 412b1a
14 5 19 412b1a
15 5 19 412b1a
1 15 19 412b1a
2 15 19 412b1a
3 15 19 412b1a
4 15 19 412b1a
5 15 19 412b1a
14 2 20 412b1a
15 2 20 412b1a
14 3 20 412b1a
15 3 20 412b1a
14 4 20 412b1a
15 4 20 412b1a
14 5 20 412b1a
15 5 20 412b1a
14 6 20 412b1a
15 6 20 412b1a
2 15 20 412b1a
3 15 20 412b1a
4 15 20 412b1a
5 15 20 412b1a
6 15 20 412b1a
14 3 21 412b1a
15 3 21 412b1a
14 4 21 412b1a
15 4 21 412b1a
14 5 21 412b1a
15 5 21 412b1a
14 6 21 412b1a
15 6 21 412b1a
14 7 21 412b1a
15 7 21 412b1a
3 15 21 412b1a
4 15 21 412b1a
5 15 21 412b1a
6 15 21 412b1a
7 15 21 412b1a
14 4 22 412b1a
15 4 22 412b1a
14 5 22 412b1a
15 5 22 412b1a
14 6 22 412b1a
15 6 22 412b1a
14 7 22 412b1a
15 7 22 412b1a
14 8 22 412b1a
15 8 22 412b1a
4 15 22 412b1a
