# Goxel 0.12.0
# One line per voxel
# X Y Z RRGGBB
-1 -11 3 5b5b5b
-16 -10 3 5b5b5b
-15 -10 3 5b5b5b
-14 -10 3 5b5b5b
-13 -10 3 5b5b5b
-12 -10 3 5b5b5b
-11 -10 3 5b5b5b
-10 -10 3 5b5b5b
-9 -10 3 5b5b5b
-8 -10 3 5b5b5b
-7 -10 3 5b5b5b
-6 -10 3 5b5b5b
-5 -10 3 5b5b5b
-4 -10 3 5b5b5b
-3 -10 3 5b5b5b
-2 -10 3 5b5b5b
-1 -10 3 5b5b5b
-16 -9 3 5b5b5b
-15 -9 3 5b5b5b
-14 -9 3 5b5b5b
-13 -9 3 5b5b5b
-12 -9 3 5b5b5b
-11 -9 3 5b5b5b
-10 -9 3 5b5b5b
-9 -9 3 5b5b5b
-8 -9 3 5b5b5b
-7 -9 3 5b5b5b
-6 -9 3 5b5b5b
-5 -9 3 5b5b5b
-4 -9 3 5b5b5b
-3 -9 3 5b5b5b
-2 -9 3 5b5b5b
-1 -9 3 5b5b5b
-16 -8 3 5b5b5b
-15 -8 3 5b5b5b
-14 -8 3 5b5b5b
-13 -8 3 5b5b5b
-12 -8 3 5b5b5b
-11 -8 3 5b5b5b
-10 -8 3 5b5b5b
-9 -8 3 5b5b5b
-8 -8 3 5b5b5b
-7 -8 3 5b5b5b
-6 -8 3 5b5b5b
-5 -8 3 5b5b5b
-4 -8 3 5b5b5b
-3 -8 3 5b5b5b
-2 -8 3 5b5b5b
-1 -8 3 5b5b5b
-16 -7 3 5b5b5b
-15 -7 3 5b5b5b
-14 -7 3 5b5b5b
-13 -7 3 5b5b5b
-12 -7 3 5b5b5b
-11 -7 3 5b5b5b
-10 -7 3 5b5b5b
-9 -7 3 5b5b5b
-8 -7 3 5b5b5b
-7 -7 3 5b5b5b
-6 -7 3 5b5b5b
-5 -7 3 5b5b5b
-4 -7 3 5b5b5b
-3 -7 3 5b5b5b
-2 -7 3 5b5b5b
-1 -7 3 5b5b5b
-16 -6 3 5b5b5b
-15 -6 3 5b5b5b
-14 -6 3 5b5b5b
-13 -6 3 5b5b5b
-12 -6 3 5b5b5b
-11 -6 3 5b5b5b
-10 -6 3 5b5b5b
